0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-272.381103515625,132.97555541992188,-58.29716491699219,14.387018203735352,-19.731338500976562,8.232229232788086,16.675100326538086,-29.680997848510742,8.486358642578125,1.8428171873092651,-20.025705337524414,-10.814553260803223,-22.35441017150879,-9.051779747009277,-20.775711059570312,-4.627194404602051,8.772127151489258,5.404398441314697,9.8795804977417,14.832733154296875,angry
-134.29783386194288,32.36020589217607,-15.08588968060454,-4.660565731746469,-3.2418833322266076,-0.4450263017926874,1.4741066575743704,-8.175383503970028,-3.037870175718664,-0.3484807023327245,-9.21436623690367,-9.727354390759967,-9.85975000586168,-10.198230946964085,-8.764419392574487,-1.8232955115563463,6.414144746104804,6.855678725476005,7.313355325043114,7.248724212821709,angry
-310.50384521484375,123.94076538085938,-70.07197570800781,18.75729751586914,-23.055206298828125,11.261168479919434,13.520339012145996,-32.66268539428711,13.714447021484375,-5.929667949676514,-21.248750686645508,-13.511465072631836,-21.838064193725586,-9.157144546508789,-21.14148712158203,5.8415093421936035,11.05194091796875,6.223794937133789,13.450547218322754,9.531185150146484,angry
-324.718017578125,149.8875732421875,-17.795886993408203,33.855377197265625,-3.2739651203155518,15.846521377563477,14.925138473510742,-6.633802890777588,6.166162967681885,-4.605431079864502,-13.474894523620605,-7.8400115966796875,-21.723026275634766,-1.3192356824874878,-6.773160457611084,-18.949522018432617,-8.675769805908203,-9.729398727416992,-4.259975433349609,-7.862789154052734,angry
-200.8484684239765,50.156653182431036,12.725477629586397,16.909139936833107,10.069548667357779,6.706197328684241,7.467558579170484,1.7554557264932438,1.156507847106738,-4.415223384137791,-9.187677806978769,-9.1774121978328,-12.459844708414943,-6.831095384863612,-7.391315455728479,-13.236421166136612,-8.871836440128927,-7.76401493760052,-7.650129230054158,-6.877208085218935,angry
-364.48687744140625,133.26229858398438,-20.234195709228516,32.40459442138672,-4.9789533615112305,15.613938331604004,12.697647094726562,-9.28988265991211,5.303386211395264,-8.51873779296875,-14.4481201171875,-9.584534645080566,-21.593660354614258,3.5322892665863037,-12.983931541442871,-17.544254302978516,-5.929981708526611,-9.63453197479248,-4.307826042175293,-10.733994483947754,angry
-338.3525390625,115.87858581542969,-30.41716766357422,14.22429084777832,-12.187975883483887,-3.861696243286133,5.097397327423096,-10.029905319213867,-6.410534381866455,-6.886401653289795,-14.941534042358398,-11.534263610839844,-20.309261322021484,-13.557271957397461,-12.616656303405762,-15.815855026245117,-13.396174430847168,-7.085443496704102,8.941184997558594,10.215279579162598,angry
-175.10813958050284,24.52767713884304,-5.140055530654474,1.3779076580348395,-1.666762995979685,-4.797059381772158,-1.4451729309340302,-5.204683486386046,-6.039656239104837,-4.100058928158813,-5.288750627616462,-7.5037319527921555,-9.427219169308257,-9.075099810167801,-7.67534271456929,-8.09465622990357,-7.608049364164141,-2.2897205047656586,4.410974213368612,6.523172972923678,angry
-401.7021789550781,123.66459655761719,-47.85470199584961,23.266952514648438,-18.91267204284668,-4.175734043121338,3.425269603729248,-12.475302696228027,-5.151562213897705,-7.926327705383301,-13.927884101867676,-12.43924331665039,-23.269596099853516,-10.735562324523926,-15.819867134094238,-15.816292762756348,-12.241230010986328,1.8336944580078125,15.702378273010254,10.597397804260254,angry
-272.7456970214844,127.99130249023438,-37.971492767333984,32.36281204223633,16.79606819152832,-11.189997673034668,-6.670153617858887,-10.463322639465332,-5.74519681930542,-4.418056964874268,-10.484707832336426,0.8643960356712341,-8.374580383300781,8.192790985107422,-14.22696590423584,-10.473047256469727,1.2402538061141968,0.5609809160232544,10.898028373718262,16.513519287109375,angry
-181.8004375059881,57.20053092620013,-10.02389584463085,13.688541594541555,14.986937916676307,-7.159479864888022,-7.95950503151311,-5.685410189360581,-5.565129069646105,-5.657893308661542,-6.384698878657971,-3.4830793809006018,-2.9912360909371567,0.11881581489259053,-7.619070958215621,-7.935735079146694,-0.17149883681464126,2.1645486967887044,7.968671580565847,13.284974264636215,angry
-319.1158142089844,122.58049774169922,-46.75897979736328,36.46330642700195,10.66501522064209,-19.410499572753906,-8.150781631469727,-12.730525970458984,-4.1915483474731445,-6.147339344024658,-8.032733917236328,2.4938180446624756,-5.538947105407715,4.898062229156494,-21.91545867919922,-4.856112003326416,3.1660282611846924,5.110509395599365,15.155362129211426,13.860640525817871,angry
-362.1357421875,161.64157104492188,-1.7611308097839355,2.5906741619110107,-7.664875507354736,5.749548435211182,6.752793312072754,-0.22786743938922882,5.6253662109375,16.791505813598633,-8.492631912231445,-3.4936647415161133,-17.453062057495117,0.06365231424570084,-11.991154670715332,-13.621270179748535,2.7735047340393066,-6.052850723266602,-5.794143199920654,2.6214511394500732,drunk
